"season","league","team","points","wins","draws","losses","goals_for","goals_against","goal_diff","played","position"
"2014/2015",Portugal Liga ZON Sagres,Rio Ave FC,43,10,13,11,38,42,-4,34,10
"2014/2015",Portugal Liga ZON Sagres,Moreirense FC,43,11,10,13,33,42,-9,34,11
"2014/2015",Portugal Liga ZON Sagres,Estoril Praia,40,9,13,12,38,56,-18,34,12
"2014/2015",Portugal Liga ZON Sagres,Boavista FC,34,9,7,18,27,50,-23,34,13
"2014/2015",Portugal Liga ZON Sagres,Académica de Coimbra,29,4,17,13,26,46,-20,34,14
"2014/2015",Portugal Liga ZON Sagres,Vitória Setúbal,29,7,8,19,24,56,-32,34,15
"2014/2015",Portugal Liga ZON Sagres,FC Arouca,28,7,7,20,26,50,-24,34,16
"2014/2015",Portugal Liga ZON Sagres,Gil Vicente FC,23,4,11,19,25,60,-35,34,17
"2014/2015",Portugal Liga ZON Sagres,FC Penafiel,22,5,7,22,29,69,-40,34,18
"2014/2015",Scotland Premier League,Celtic,92,29,5,4,84,17,67,38,1
"2014/2015",Scotland Premier League,Aberdeen,75,23,6,9,57,33,24,38,2
"2014/2015",Scotland Premier League,Inverness Caledonian Thistle,65,19,8,11,52,42,10,38,3
"2014/2015",Scotland Premier League,St. Johnstone FC,57,16,9,13,34,34,0,38,4
"2014/2015",Scotland Premier League,Dundee United,56,17,5,16,58,56,2,38,5
"2014/2015",Scotland Premier League,Hamilton Academical FC,53,15,8,15,50,53,-3,38,6
"2014/2015",Scotland Premier League,Partick Thistle F.C.,46,12,10,16,48,44,4,38,7
"2014/2015",Scotland Premier League,Dundee FC,45,11,12,15,46,57,-11,38,8
"2014/2015",Scotland Premier League,Ross County FC,44,12,8,18,46,63,-17,38,9
"2014/2015",Scotland Premier League,Kilmarnock,41,11,8,19,44,59,-15,38,10
"2014/2015",Scotland Premier League,Motherwell,36,10,6,22,38,63,-25,38,11
"2014/2015",Scotland Premier League,St. Mirren,30,9,3,26,30,66,-36,38,12
"2014/2015",Spain LIGA BBVA,FC Barcelona,94,30,4,4,110,21,89,38,1
"2014/2015",Spain LIGA BBVA,Real Madrid CF,92,30,2,6,118,38,80,38,2
"2014/2015",Spain LIGA BBVA,Atlético Madrid,78,23,9,6,67,29,38,38,3
"2014/2015",Spain LIGA BBVA,Valencia CF,77,22,11,5,70,32,38,38,4
"2014/2015",Spain LIGA BBVA,Sevilla FC,76,23,7,8,71,45,26,38,5
"2014/2015",Spain LIGA BBVA,Villarreal CF,60,16,12,10,48,37,11,38,6
"2014/2015",Spain LIGA BBVA,Athletic Club de Bilbao,55,15,10,13,42,41,1,38,7
"2014/2015",Spain LIGA BBVA,RC Celta de Vigo,51,13,12,13,47,44,3,38,8
"2014/2015",Spain LIGA BBVA,Málaga CF,50,14,8,16,42,48,-6,38,9
"2014/2015",Spain LIGA BBVA,RCD Espanyol,49,13,10,15,47,51,-4,38,10
"2014/2015",Spain LIGA BBVA,Rayo Vallecano,49,15,4,19,46,68,-22,38,11
"2014/2015",Spain LIGA BBVA,Real Sociedad,46,11,13,14,44,51,-7,38,12
"2014/2015",Spain LIGA BBVA,Elche CF,41,11,8,19,35,62,-27,38,13
"2014/2015",Spain LIGA BBVA,Getafe CF,37,10,7,21,33,64,-31,38,14
"2014/2015",Spain LIGA BBVA,Levante UD,37,9,10,19,34,67,-33,38,15
"2014/2015",Spain LIGA BBVA,SD Eibar,35,9,8,21,34,55,-21,38,16
"2014/2015",Spain LIGA BBVA,RC Deportivo de La Coruña,35,7,14,17,35,60,-25,38,17
"2014/2015",Spain LIGA BBVA,Granada CF,35,7,14,17,29,64,-35,38,18
"2014/2015",Spain LIGA BBVA,UD Almería,32,8,8,22,35,64,-29,38,19
"2014/2015",Spain LIGA BBVA,Córdoba CF,20,3,11,24,22,68,-46,38,20
"2014/2015",Switzerland Super League,FC Basel,78,24,6,6,84,41,43,36,1
"2014/2015",Switzerland Super League,BSC Young Boys,66,19,9,8,64,45,19,36,2
"2014/2015",Switzerland Super League,FC Zürich,53,15,8,13,55,48,7,36,3
"2014/2015",Switzerland Super League,FC Thun,52,13,13,10,47,45,2,36,4
"2014/2015",Switzerland Super League,FC Luzern,47,12,11,13,54,46,8,36,5
"2014/2015",Switzerland Super League,FC St. Gallen,47,13,8,15,57,65,-8,36,6
"2014/2015",Switzerland Super League,FC Sion,45,12,9,15,47,48,-1,36,7
"2014/2015",Switzerland Super League,Grasshopper Club Zürich,43,11,10,15,50,56,-6,36,8
"2014/2015",Switzerland Super League,FC Vaduz,31,7,10,19,28,59,-31,36,9
"2014/2015",Switzerland Super League,FC Aarau,30,6,12,18,31,64,-33,36,10
"2015/2016",Belgium Jupiler League,Club Brugge KV,64,21,1,8,64,30,34,30,1
"2015/2016",Belgium Jupiler League,KAA Gent,60,17,9,4,56,29,27,30,2
"2015/2016",Belgium Jupiler League,RSC Anderlecht,55,15,10,5,51,29,22,30,3
"2015/2016",Belgium Jupiler League,KV Oostende,49,14,7,9,55,44,11,30,4
"2015/2016",Belgium Jupiler League,KRC Genk,48,14,6,10,42,30,12,30,5
"2015/2016",Belgium Jupiler League,SV Zulte-Waregem,43,12,7,11,51,50,1,30,6
"2015/2016",Belgium Jupiler League,Standard de Liège,41,12,5,13,41,51,-10,30,7
"2015/2016",Belgium Jupiler League,Sporting Charleroi,39,10,9,11,36,39,-3,30,8
"2015/2016",Belgium Jupiler League,KV Kortrijk,39,10,9,11,31,35,-4,30,9
"2015/2016",Belgium Jupiler League,KV Mechelen,37,10,7,13,48,50,-2,30,10
"2015/2016",Belgium Jupiler League,Sporting Lokeren,34,8,10,12,35,40,-5,30,11
"2015/2016",Belgium Jupiler League,Waasland-Beveren,33,9,6,15,40,57,-17,30,12
"2015/2016",Belgium Jupiler League,Royal Excel Mouscron,30,7,9,14,39,51,-12,30,13
"2015/2016",Belgium Jupiler League,Sint-Truidense VV,30,8,6,16,28,47,-19,30,14
"2015/2016",Belgium Jupiler League,KVC Westerlo,30,7,9,14,35,59,-24,30,15
"2015/2016",Belgium Jupiler League,Oud-Heverlee Leuven,29,7,8,15,42,53,-11,30,16
"2015/2016",England Premier League,Leicester City,81,23,12,3,68,36,32,38,1
"2015/2016",England Premier League,Arsenal,71,20,11,7,65,36,29,38,2
"2015/2016",England Premier League,Tottenham Hotspur,70,19,13,6,69,35,34,38,3
"2015/2016",England Premier League,Manchester City,66,19,9,10,71,41,30,38,4
"2015/2016",England Premier League,Manchester United,66,19,9,10,49,35,14,38,5
"2015/2016",England Premier League,Southampton,63,18,9,11,59,41,18,38,6
"2015/2016",England Premier League,West Ham United,62,16,14,8,65,51,14,38,7
"2015/2016",England Premier League,Liverpool,60,16,12,10,63,50,13,38,8
"2015/2016",England Premier League,Stoke City,51,14,9,15,41,55,-14,38,9
"2015/2016",England Premier League,Chelsea,50,12,14,12,59,53,6,38,10
"2015/2016",England Premier League,Everton,47,11,14,13,59,55,4,38,11
"2015/2016",England Premier League,Swansea City,47,12,11,15,42,52,-10,38,12
"2015/2016",England Premier League,Watford,45,12,9,17,40,50,-10,38,13
"2015/2016",England Premier League,West Bromwich Albion,43,10,13,15,34,48,-14,38,14
"2015/2016",England Premier League,Crystal Palace,42,11,9,18,39,51,-12,38,15
"2015/2016",England Premier League,Bournemouth,42,11,9,18,45,67,-22,38,16
"2015/2016",England Premier League,Sunderland,39,9,12,17,48,62,-14,38,17
"2015/2016",England Premier League,Newcastle United,37,9,10,19,44,65,-21,38,18
"2015/2016",England Premier League,Norwich City,34,9,7,22,39,67,-28,38,19
"2015/2016",England Premier League,Aston Villa,17,3,8,27,27,76,-49,38,20
"2015/2016",France Ligue 1,Paris Saint-Germain,96,30,6,2,102,19,83,38,1
"2015/2016",France Ligue 1,Olympique Lyonnais,65,19,8,11,67,43,24,38,2
"2015/2016",France Ligue 1,AS Monaco,65,17,14,7,57,50,7,38,3
"2015/2016",France Ligue 1,OGC Nice,63,18,9,11,58,41,17,38,4
"2015/2016",France Ligue 1,LOSC Lille,60,15,15,8,39,27,12,38,5
"2015/2016",France Ligue 1,AS Saint-Étienne,58,17,7,14,42,37,5,38,6
"2015/2016",France Ligue 1,SM Caen,54,16,6,16,39,52,-13,38,7
"2015/2016",France Ligue 1,Stade Rennais FC,52,13,13,12,52,54,-2,38,8
"2015/2016",France Ligue 1,Angers SCO,50,13,11,14,40,38,2,38,9
"2015/2016",France Ligue 1,SC Bastia,50,14,8,16,36,42,-6,38,10
"2015/2016",France Ligue 1,Girondins de Bordeaux,50,12,14,12,50,57,-7,38,11
"2015/2016",France Ligue 1,Montpellier Hérault SC,49,14,7,17,49,47,2,38,12
"2015/2016",France Ligue 1,Olympique de Marseille,48,10,18,10,48,42,6,38,13
"2015/2016",France Ligue 1,FC Nantes,48,12,12,14,33,44,-11,38,14
"2015/2016",France Ligue 1,FC Lorient,46,11,13,14,47,58,-11,38,15
"2015/2016",France Ligue 1,En Avant de Guingamp,44,11,11,16,47,56,-9,38,16
"2015/2016",France Ligue 1,Toulouse FC,40,9,13,16,45,55,-10,38,17
"2015/2016",France Ligue 1,Stade de Reims,39,10,9,19,44,57,-13,38,18
"2015/2016",France Ligue 1,GFC Ajaccio,37,8,13,17,37,58,-21,38,19
"2015/2016",France Ligue 1,ES Troyes AC,18,3,9,26,28,83,-55,38,20
"2015/2016",Germany 1. Bundesliga,FC Bayern Munich,88,28,4,2,80,17,63,34,1
"2015/2016",Germany 1. Bundesliga,Borussia Dortmund,78,24,6,4,82,34,48,34,2
"2015/2016",Germany 1. Bundesliga,Bayer 04 Leverkusen,60,18,6,10,56,40,16,34,3
"2015/2016",Germany 1. Bundesliga,Borussia Mönchengladbach,55,17,4,13,67,50,17,34,4
"2015/2016",Germany 1. Bundesliga,FC Schalke 04,52,15,7,12,51,49,2,34,5
"2015/2016",Germany 1. Bundesliga,"1. FSV Mainz 05",50,14,8,12,46,42,4,34,6
"2015/2016",Germany 1. Bundesliga,Hertha BSC Berlin,50,14,8,12,42,42,0,34,7
"2015/2016",Germany 1. Bundesliga,VfL Wolfsburg,45,12,9,13,47,49,-2,34,8
"2015/2016",Germany 1. Bundesliga,"1. FC Köln",43,10,13,11,38,42,-4,34,9
"2015/2016",Germany 1. Bundesliga,Hamburger SV,41,11,8,15,40,46,-6,34,10
"2015/2016",Germany 1. Bundesliga,FC Ingolstadt 04,40,10,10,14,33,42,-9,34,11
"2015/2016",Germany 1. Bundesliga,FC Augsburg,38,9,11,14,42,52,-10,34,12
"2015/2016",Germany 1. Bundesliga,SV Darmstadt 98,38,9,11,14,38,53,-15,34,13
"2015/2016",Germany 1. Bundesliga,SV Werder Bremen,38,10,8,16,50,65,-15,34,13
"2015/2016",Germany 1. Bundesliga,TSG 1899 Hoffenheim,37,9,10,15,39,54,-15,34,15
"2015/2016",Germany 1. Bundesliga,Eintracht Frankfurt,36,9,9,16,34,52,-18,34,16
"2015/2016",Germany 1. Bundesliga,VfB Stuttgart,33,9,6,19,50,75,-25,34,17
"2015/2016",Germany 1. Bundesliga,Hannover 96,25,7,4,23,31,62,-31,34,18
"2015/2016",Italy Serie A,Juventus,91,29,4,5,75,20,55,38,1
"2015/2016",Italy Serie A,Napoli,82,25,7,6,80,32,48,38,2
"2015/2016",Italy Serie A,Roma,80,23,11,4,83,41,42,38,3
"2015/2016",Italy Serie A,Inter,67,20,7,11,50,38,12,38,4
"2015/2016",Italy Serie A,Fiorentina,64,18,10,10,60,42,18,38,5
"2015/2016",Italy Serie A,Sassuolo,61,16,13,9,49,40,9,38,6
"2015/2016",Italy Serie A,Milan,57,15,12,11,49,43,6,38,7
"2015/2016",Italy Serie A,Lazio,54,15,9,14,52,52,0,38,8
"2015/2016",Italy Serie A,Chievo Verona,50,13,11,14,43,45,-2,38,9
"2015/2016",Italy Serie A,Genoa,46,13,7,18,45,48,-3,38,10
"2015/2016",Italy Serie A,Empoli,46,12,10,16,40,49,-9,38,11
"2015/2016",Italy Serie A,Torino,45,12,9,17,52,55,-3,38,12
"2015/2016",Italy Serie A,Atalanta,45,11,12,15,41,47,-6,38,13
"2015/2016",Italy Serie A,Bologna,42,11,9,18,33,45,-12,38,14
"2015/2016",Italy Serie A,Sampdoria,40,10,10,18,48,61,-13,38,15
"2015/2016",Italy Serie A,Udinese,39,10,9,19,35,60,-25,38,16
"2015/2016",Italy Serie A,Palermo,39,10,9,19,38,65,-27,38,17
"2015/2016",Italy Serie A,Carpi,38,9,11,18,37,57,-20,38,18
"2015/2016",Italy Serie A,Frosinone,31,8,7,23,35,76,-41,38,19
"2015/2016",Italy Serie A,Hellas Verona,28,5,13,20,34,63,-29,38,20
"2015/2016",Netherlands Eredivisie,PSV,84,26,6,2,88,32,56,34,1
"2015/2016",Netherlands Eredivisie,Ajax,82,25,7,2,81,21,60,34,2
"2015/2016",Netherlands Eredivisie,Feyenoord,63,19,6,9,62,40,22,34,3
"2015/2016",Netherlands Eredivisie,AZ,59,18,5,11,70,53,17,34,4
"2015/2016",Netherlands Eredivisie,FC Utrecht,53,15,8,11,57,48,9,34,5
"2015/2016",Netherlands Eredivisie,Heracles Almelo,51,14,9,11,47,49,-2,34,6
"2015/2016",Netherlands Eredivisie,FC Groningen,50,14,8,12,41,48,-7,34,7
"2015/2016",Netherlands Eredivisie,PEC Zwolle,48,14,6,14,56,54,2,34,8
"2015/2016",Netherlands Eredivisie,Vitesse,46,12,10,12,55,38,17,34,9
"2015/2016",Netherlands Eredivisie,N.E.C.,46,13,7,14,37,42,-5,34,10
"2015/2016",Netherlands Eredivisie,ADO Den Haag,43,10,13,11,48,49,-1,34,11
"2015/2016",Netherlands Eredivisie,FC Twente,43,12,7,15,49,64,-15,34,12
"2015/2016",Netherlands Eredivisie,SC Heerenveen,42,11,9,14,46,61,-15,34,13
"2015/2016",Netherlands Eredivisie,Roda JC Kerkrade,34,8,10,16,34,55,-21,34,14
"2015/2016",Netherlands Eredivisie,Excelsior,30,7,9,18,34,60,-26,34,15
"2015/2016",Netherlands Eredivisie,Willem II,29,6,11,17,35,53,-18,34,16
"2015/2016",Netherlands Eredivisie,De Graafschap,23,5,8,21,39,66,-27,34,17
"2015/2016",Netherlands Eredivisie,SC Cambuur,18,3,9,22,33,79,-46,34,18
"2015/2016",Poland Ekstraklasa,Legia Warszawa,60,17,9,4,58,28,30,30,1
"2015/2016",Poland Ekstraklasa,Piast Gliwice,58,17,7,6,49,36,13,30,2
"2015/2016",Poland Ekstraklasa,Pogoń Szczecin,46,10,16,4,36,30,6,30,3
"2015/2016",Poland Ekstraklasa,Cracovia,45,12,9,9,57,42,15,30,4
"2015/2016",Poland Ekstraklasa,Zagłębie Lubin,45,12,9,9,41,37,4,30,5
"2015/2016",Poland Ekstraklasa,Lech Poznań,43,13,4,13,37,38,-1,30,6
"2015/2016",Poland Ekstraklasa,Lechia Gdańsk,39,10,9,11,45,37,8,30,7
"2015/2016",Poland Ekstraklasa,Ruch Chorzów,39,11,6,13,37,46,-9,30,8
"2015/2016",Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,38,9,11,10,37,46,-9,30,9
"2015/2016",Poland Ekstraklasa,Wisła Kraków,37,8,13,9,45,35,10,30,10
"2015/2016",Poland Ekstraklasa,Korona Kielce,37,9,10,11,32,37,-5,30,11
"2015/2016",Poland Ekstraklasa,Jagiellonia Białystok,35,10,5,15,37,54,-17,30,12
"2015/2016",Poland Ekstraklasa,Śląsk Wrocław,34,8,10,12,28,37,-9,30,13
"2015/2016",Poland Ekstraklasa,Termalica Bruk-Bet Nieciecza,33,8,9,13,33,43,-10,30,14
"2015/2016",Poland Ekstraklasa,Górnik Łęczna,31,8,7,15,30,43,-13,30,15
"2015/2016",Poland Ekstraklasa,Polonia Bytom,26,4,14,12,33,46,-13,30,16
"2015/2016",Portugal Liga ZON Sagres,SL Benfica,88,29,1,4,88,22,66,34,1
"2015/2016",Portugal Liga ZON Sagres,Sporting CP,86,27,5,2,79,21,58,34,2
"2015/2016",Portugal Liga ZON Sagres,FC Porto,73,23,4,7,67,30,37,34,3
"2015/2016",Portugal Liga ZON Sagres,SC Braga,58,16,10,8,54,35,19,34,4
"2015/2016",Portugal Liga ZON Sagres,FC Arouca,54,13,15,6,47,38,9,34,5
"2015/2016",Portugal Liga ZON Sagres,Rio Ave FC,50,14,8,12,44,44,0,34,6
"2015/2016",Portugal Liga ZON Sagres,FC Paços de Ferreira,49,13,10,11,43,42,1,34,7
"2015/2016",Portugal Liga ZON Sagres,Estoril Praia,47,13,8,13,40,41,-1,34,8
"2015/2016",Portugal Liga ZON Sagres,CF Os Belenenses,41,10,11,13,44,66,-22,34,9
"2015/2016",Portugal Liga ZON Sagres,Vitória Guimarães,40,9,13,12,45,53,-8,34,10
"2015/2016",Portugal Liga ZON Sagres,CD Nacional,38,10,8,16,40,56,-16,34,11
"2015/2016",Portugal Liga ZON Sagres,Moreirense FC,36,9,9,16,38,54,-16,34,12
"2015/2016",Portugal Liga ZON Sagres,CS Marítimo,35,10,5,19,45,63,-18,34,13
"2015/2016",Portugal Liga ZON Sagres,Boavista FC,33,8,9,17,24,41,-17,34,14
"2015/2016",Portugal Liga ZON Sagres,Tondela,30,8,6,20,34,54,-20,34,15
"2015/2016",Portugal Liga ZON Sagres,Vitória Setúbal,30,6,12,16,40,61,-21,34,16
"2015/2016",Portugal Liga ZON Sagres,Uniao da Madeira,29,7,8,19,27,50,-23,34,17
"2015/2016",Portugal Liga ZON Sagres,Académica de Coimbra,25,5,10,19,32,60,-28,34,18
"2015/2016",Scotland Premier League,Celtic,86,26,8,4,93,31,62,38,1
"2015/2016",Scotland Premier League,Aberdeen,71,22,5,11,62,48,14,38,2
"2015/2016",Scotland Premier League,Heart of Midlothian,65,18,11,9,59,40,19,38,3
"2015/2016",Scotland Premier League,St. Johnstone FC,56,16,8,14,58,55,3,38,4
"2015/2016",Scotland Premier League,Inverness Caledonian Thistle,52,14,10,14,54,48,6,38,5
"2015/2016",Scotland Premier League,Motherwell,50,15,5,18,47,63,-16,38,6
"2015/2016",Scotland Premier League,Dundee FC,48,11,15,12,53,57,-4,38,7
"2015/2016",Scotland Premier League,Ross County FC,48,14,6,18,55,61,-6,38,8
"2015/2016",Scotland Premier League,Partick Thistle F.C.,46,12,10,16,41,50,-9,38,9
"2015/2016",Scotland Premier League,Hamilton Academical FC,43,11,10,17,42,63,-21,38,10
"2015/2016",Scotland Premier League,Kilmarnock,36,9,9,20,41,64,-23,38,11
"2015/2016",Scotland Premier League,Dundee United,31,8,7,23,45,70,-25,38,12
"2015/2016",Spain LIGA BBVA,FC Barcelona,91,29,4,5,112,29,83,38,1
"2015/2016",Spain LIGA BBVA,Real Madrid CF,90,28,6,4,110,34,76,38,2
"2015/2016",Spain LIGA BBVA,Atlético Madrid,88,28,4,6,63,18,45,38,3
"2015/2016",Spain LIGA BBVA,Villarreal CF,64,18,10,10,44,35,9,38,4
"2015/2016",Spain LIGA BBVA,Athletic Club de Bilbao,62,18,8,12,58,45,13,38,5
"2015/2016",Spain LIGA BBVA,RC Celta de Vigo,60,17,9,12,51,59,-8,38,6
"2015/2016",Spain LIGA BBVA,Sevilla FC,52,14,10,14,51,50,1,38,7
"2015/2016",Spain LIGA BBVA,Málaga CF,48,12,12,14,38,35,3,38,8
"2015/2016",Spain LIGA BBVA,Real Sociedad,48,13,9,16,45,48,-3,38,9
"2015/2016",Spain LIGA BBVA,Real Betis Balompié,45,11,12,15,34,52,-18,38,10
"2015/2016",Spain LIGA BBVA,Valencia CF,44,11,11,16,46,48,-2,38,11
"2015/2016",Spain LIGA BBVA,UD Las Palmas,44,12,8,18,45,53,-8,38,12
"2015/2016",Spain LIGA BBVA,SD Eibar,43,11,10,17,49,61,-12,38,13
"2015/2016",Spain LIGA BBVA,RCD Espanyol,43,12,7,19,40,74,-34,38,14
"2015/2016",Spain LIGA BBVA,RC Deportivo de La Coruña,42,8,18,12,45,61,-16,38,15
"2015/2016",Spain LIGA BBVA,Real Sporting de Gijón,39,10,9,19,40,62,-22,38,16
"2015/2016",Spain LIGA BBVA,Granada CF,39,10,9,19,46,69,-23,38,17
"2015/2016",Spain LIGA BBVA,Rayo Vallecano,38,9,11,18,52,73,-21,38,18
"2015/2016",Spain LIGA BBVA,Getafe CF,36,9,9,20,37,67,-30,38,19
"2015/2016",Spain LIGA BBVA,Levante UD,32,8,8,22,37,70,-33,38,20
"2015/2016",Switzerland Super League,FC Basel,83,26,5,5,88,38,50,36,1
"2015/2016",Switzerland Super League,BSC Young Boys,69,20,9,7,78,47,31,36,2
"2015/2016",Switzerland Super League,FC Luzern,54,15,9,12,59,50,9,36,3
"2015/2016",Switzerland Super League,Grasshopper Club Zürich,53,15,8,13,65,56,9,36,4
"2015/2016",Switzerland Super League,FC Sion,50,14,8,14,52,49,3,36,5
"2015/2016",Switzerland Super League,FC Thun,41,10,11,15,45,54,-9,36,6
"2015/2016",Switzerland Super League,FC St. Gallen,38,10,8,18,41,66,-25,36,7
"2015/2016",Switzerland Super League,FC Vaduz,36,7,15,14,44,60,-16,36,8
"2015/2016",Switzerland Super League,Lugano,35,9,8,19,46,75,-29,36,9
"2015/2016",Switzerland Super League,FC Zürich,34,7,13,16,48,71,-23,36,10
