"team","season","date","rolling_5_game_points"
Swansea City,"2015/2016","2015-11-21 00:00:00",4
Swansea City,"2015/2016","2015-11-29 00:00:00",4
Swansea City,"2015/2016","2015-12-05 00:00:00",1
Swansea City,"2015/2016","2015-12-12 00:00:00",1
Swansea City,"2015/2016","2015-12-20 00:00:00",2
Swansea City,"2015/2016","2015-12-26 00:00:00",4
Swansea City,"2015/2016","2015-12-28 00:00:00",5
Swansea City,"2015/2016","2016-01-02 00:00:00",5
Swansea City,"2015/2016","2016-01-13 00:00:00",5
Swansea City,"2015/2016","2016-01-18 00:00:00",7
Swansea City,"2015/2016","2016-01-24 00:00:00",7
Swansea City,"2015/2016","2016-02-02 00:00:00",7
Swansea City,"2015/2016","2016-02-06 00:00:00",8
Swansea City,"2015/2016","2016-02-13 00:00:00",8
Swansea City,"2015/2016","2016-02-28 00:00:00",5
Swansea City,"2015/2016","2016-03-02 00:00:00",5
Swansea City,"2015/2016","2016-03-05 00:00:00",7
Swansea City,"2015/2016","2016-03-12 00:00:00",6
Swansea City,"2015/2016","2016-03-19 00:00:00",9
Swansea City,"2015/2016","2016-04-02 00:00:00",10
Swansea City,"2015/2016","2016-04-09 00:00:00",10
Swansea City,"2015/2016","2016-04-16 00:00:00",7
Swansea City,"2015/2016","2016-04-24 00:00:00",7
Swansea City,"2015/2016","2016-05-01 00:00:00",7
Swansea City,"2015/2016","2016-05-07 00:00:00",9
Swansea City,"2015/2016","2016-05-15 00:00:00",7
Parma,"2009/2010","2009-08-23 00:00:00",1
Parma,"2009/2010","2009-08-30 00:00:00",4
Parma,"2009/2010","2009-09-13 00:00:00",4
Parma,"2009/2010","2009-09-20 00:00:00",7
Parma,"2009/2010","2009-09-23 00:00:00",10
Parma,"2009/2010","2009-09-27 00:00:00",9
Parma,"2009/2010","2009-10-04 00:00:00",7
Parma,"2009/2010","2009-10-18 00:00:00",10
Parma,"2009/2010","2009-10-25 00:00:00",7
Parma,"2009/2010","2009-10-28 00:00:00",7
Parma,"2009/2010","2009-10-31 00:00:00",7
Parma,"2009/2010","2009-11-08 00:00:00",9
Parma,"2009/2010","2009-11-21 00:00:00",9
Parma,"2009/2010","2009-11-29 00:00:00",10
Parma,"2009/2010","2009-12-06 00:00:00",8
Parma,"2009/2010","2009-12-13 00:00:00",11
Parma,"2009/2010","2009-12-20 00:00:00",8
Parma,"2009/2010","2010-01-06 00:00:00",5
Parma,"2009/2010","2010-01-10 00:00:00",4
Parma,"2009/2010","2010-01-17 00:00:00",4
Parma,"2009/2010","2010-01-23 00:00:00",1
Parma,"2009/2010","2010-02-06 00:00:00",1
Parma,"2009/2010","2010-02-10 00:00:00",2
Parma,"2009/2010","2010-02-14 00:00:00",2
Parma,"2009/2010","2010-02-21 00:00:00",1
Parma,"2009/2010","2010-02-28 00:00:00",4
Parma,"2009/2010","2010-03-07 00:00:00",5
Parma,"2009/2010","2010-03-14 00:00:00",7
Parma,"2009/2010","2010-03-21 00:00:00",8
Parma,"2009/2010","2010-03-24 00:00:00",11
Parma,"2009/2010","2010-03-28 00:00:00",9
Parma,"2009/2010","2010-04-03 00:00:00",9
Parma,"2009/2010","2010-04-10 00:00:00",9
Parma,"2009/2010","2010-04-18 00:00:00",8
Parma,"2009/2010","2010-04-25 00:00:00",5
Parma,"2009/2010","2010-05-01 00:00:00",4
Parma,"2009/2010","2010-05-09 00:00:00",6
Parma,"2009/2010","2010-05-16 00:00:00",6
Parma,"2010/2011","2010-08-29 00:00:00",9
Parma,"2010/2011","2010-09-12 00:00:00",9
Parma,"2010/2011","2010-09-19 00:00:00",10
Parma,"2010/2011","2010-09-22 00:00:00",8
Parma,"2010/2011","2010-09-26 00:00:00",5
Parma,"2010/2011","2010-10-02 00:00:00",2
Parma,"2010/2011","2010-10-17 00:00:00",3
Parma,"2010/2011","2010-10-24 00:00:00",3
Parma,"2010/2011","2010-10-31 00:00:00",3
Parma,"2010/2011","2010-11-07 00:00:00",3
Parma,"2010/2011","2010-11-11 00:00:00",6
Parma,"2010/2011","2010-11-14 00:00:00",8
Parma,"2010/2011","2010-11-21 00:00:00",8
Parma,"2010/2011","2010-11-28 00:00:00",7
Parma,"2010/2011","2010-12-05 00:00:00",10
Parma,"2010/2011","2010-12-11 00:00:00",7
Parma,"2010/2011","2010-12-19 00:00:00",5
Parma,"2010/2011","2011-01-06 00:00:00",7
Parma,"2010/2011","2011-01-09 00:00:00",7
Parma,"2010/2011","2011-01-16 00:00:00",4
Parma,"2010/2011","2011-01-22 00:00:00",7
Parma,"2010/2011","2011-01-30 00:00:00",6
Parma,"2010/2011","2011-02-02 00:00:00",3
Parma,"2010/2011","2011-02-06 00:00:00",4
Parma,"2010/2011","2011-02-12 00:00:00",4
Parma,"2010/2011","2011-02-20 00:00:00",2
Parma,"2010/2011","2011-02-27 00:00:00",3
Parma,"2010/2011","2011-03-06 00:00:00",4
Parma,"2010/2011","2011-03-13 00:00:00",3
Parma,"2010/2011","2011-03-20 00:00:00",6
Parma,"2010/2011","2011-04-03 00:00:00",5
Parma,"2010/2011","2011-04-10 00:00:00",4
Parma,"2010/2011","2011-04-16 00:00:00",6
Parma,"2010/2011","2011-04-23 00:00:00",9
Parma,"2010/2011","2011-05-01 00:00:00",9
Parma,"2010/2011","2011-05-08 00:00:00",10
Parma,"2010/2011","2011-05-15 00:00:00",13
Parma,"2010/2011","2011-05-22 00:00:00",11
Parma,"2011/2012","2011-09-11 00:00:00",8
Parma,"2011/2012","2011-09-18 00:00:00",8
Parma,"2011/2012","2011-09-21 00:00:00",7
Parma,"2011/2012","2011-09-25 00:00:00",4
Parma,"2011/2012","2011-10-02 00:00:00",6
Parma,"2011/2012","2011-10-15 00:00:00",9
Parma,"2011/2012","2011-10-23 00:00:00",6
Parma,"2011/2012","2011-10-26 00:00:00",6
Parma,"2011/2012","2011-10-30 00:00:00",9
Parma,"2011/2012","2011-11-06 00:00:00",6
Parma,"2011/2012","2011-11-20 00:00:00",6
Parma,"2011/2012","2011-11-26 00:00:00",6
Parma,"2011/2012","2011-12-04 00:00:00",7
Parma,"2011/2012","2011-12-11 00:00:00",5
Parma,"2011/2012","2011-12-18 00:00:00",6
Parma,"2011/2012","2011-12-21 00:00:00",4
Parma,"2011/2012","2012-01-07 00:00:00",4
Parma,"2011/2012","2012-01-15 00:00:00",6
Parma,"2011/2012","2012-01-22 00:00:00",6
Parma,"2011/2012","2012-01-28 00:00:00",6
Parma,"2011/2012","2012-02-05 00:00:00",8
Parma,"2011/2012","2012-02-15 00:00:00",9
Parma,"2011/2012","2012-02-19 00:00:00",6
Parma,"2011/2012","2012-02-25 00:00:00",6
Parma,"2011/2012","2012-03-04 00:00:00",5
Parma,"2011/2012","2012-03-17 00:00:00",2
Parma,"2011/2012","2012-03-25 00:00:00",2
Parma,"2011/2012","2012-03-31 00:00:00",5
Parma,"2011/2012","2012-04-07 00:00:00",4
Parma,"2011/2012","2012-04-11 00:00:00",7
Parma,"2011/2012","2012-04-21 00:00:00",10
Parma,"2011/2012","2012-04-25 00:00:00",12
Parma,"2011/2012","2012-04-29 00:00:00",12
Parma,"2011/2012","2012-05-02 00:00:00",15
Parma,"2011/2012","2012-05-06 00:00:00",15
Parma,"2011/2012","2012-05-13 00:00:00",15
Parma,"2012/2013","2012-08-25 00:00:00",12
Parma,"2012/2013","2012-09-02 00:00:00",12
Parma,"2012/2013","2012-09-16 00:00:00",9
Parma,"2012/2013","2012-09-22 00:00:00",7
Parma,"2012/2013","2012-09-26 00:00:00",5
Parma,"2012/2013","2012-09-29 00:00:00",6
Parma,"2012/2013","2012-10-07 00:00:00",3
Parma,"2012/2013","2012-10-21 00:00:00",6
Parma,"2012/2013","2012-10-28 00:00:00",8
Parma,"2012/2013","2012-10-31 00:00:00",10
Parma,"2012/2013","2012-11-04 00:00:00",9
Parma,"2012/2013","2012-11-11 00:00:00",10
Parma,"2012/2013","2012-11-18 00:00:00",8
Parma,"2012/2013","2012-11-26 00:00:00",8
Parma,"2012/2013","2012-12-02 00:00:00",5
Parma,"2012/2013","2012-12-08 00:00:00",5
Parma,"2012/2013","2012-12-16 00:00:00",7
Parma,"2012/2013","2012-12-22 00:00:00",9
Parma,"2012/2013","2013-01-06 00:00:00",9
Parma,"2012/2013","2013-01-13 00:00:00",10
Parma,"2012/2013","2013-01-20 00:00:00",11
Parma,"2012/2013","2013-01-27 00:00:00",8
Parma,"2012/2013","2013-02-03 00:00:00",5
Parma,"2012/2013","2013-02-10 00:00:00",3
Parma,"2012/2013","2013-02-15 00:00:00",2
Parma,"2012/2013","2013-02-24 00:00:00",1
Parma,"2012/2013","2013-03-03 00:00:00",1
Parma,"2012/2013","2013-03-10 00:00:00",4
Parma,"2012/2013","2013-03-17 00:00:00",3
Parma,"2012/2013","2013-03-30 00:00:00",6
Parma,"2012/2013","2013-04-07 00:00:00",7
Parma,"2012/2013","2013-04-14 00:00:00",7
Parma,"2012/2013","2013-04-21 00:00:00",4
Parma,"2012/2013","2013-04-28 00:00:00",5
Parma,"2012/2013","2013-05-05 00:00:00",5
Parma,"2012/2013","2013-05-08 00:00:00",7
Parma,"2012/2013","2013-05-12 00:00:00",7
Parma,"2012/2013","2013-05-19 00:00:00",10
Parma,"2013/2014","2013-08-25 00:00:00",10
Parma,"2013/2014","2013-09-01 00:00:00",7
Parma,"2013/2014","2013-09-16 00:00:00",4
Parma,"2013/2014","2013-09-22 00:00:00",5
Parma,"2013/2014","2013-09-25 00:00:00",5
Parma,"2013/2014","2013-09-30 00:00:00",5
Parma,"2013/2014","2013-10-06 00:00:00",8
Parma,"2013/2014","2013-10-20 00:00:00",8
Parma,"2013/2014","2013-10-27 00:00:00",10
Parma,"2013/2014","2013-10-30 00:00:00",7
Parma,"2013/2014","2013-11-02 00:00:00",6
Parma,"2013/2014","2013-11-10 00:00:00",4
Parma,"2013/2014","2013-11-23 00:00:00",7
Parma,"2013/2014","2013-11-30 00:00:00",5
Parma,"2013/2014","2013-12-08 00:00:00",6
Parma,"2013/2014","2013-12-15 00:00:00",7
Parma,"2013/2014","2013-12-22 00:00:00",7
Parma,"2013/2014","2014-01-06 00:00:00",7
Parma,"2013/2014","2014-01-11 00:00:00",9
Parma,"2013/2014","2014-01-19 00:00:00",11
Parma,"2013/2014","2014-01-26 00:00:00",13
Parma,"2013/2014","2014-02-09 00:00:00",13
Parma,"2013/2014","2014-02-16 00:00:00",13
Parma,"2013/2014","2014-02-24 00:00:00",11
Parma,"2013/2014","2014-03-02 00:00:00",11
Parma,"2013/2014","2014-03-09 00:00:00",11
Parma,"2013/2014","2014-03-16 00:00:00",13
Parma,"2013/2014","2014-03-23 00:00:00",11
Parma,"2013/2014","2014-03-26 00:00:00",10
Parma,"2013/2014","2014-03-30 00:00:00",7
Parma,"2013/2014","2014-04-02 00:00:00",4
Parma,"2013/2014","2014-04-06 00:00:00",4
Parma,"2013/2014","2014-04-13 00:00:00",4
Parma,"2013/2014","2014-04-19 00:00:00",4
Parma,"2013/2014","2014-04-27 00:00:00",4
Parma,"2013/2014","2014-05-04 00:00:00",7
Parma,"2013/2014","2014-05-11 00:00:00",5
Parma,"2013/2014","2014-05-18 00:00:00",7
Parma,"2014/2015","2014-08-31 00:00:00",7
Parma,"2014/2015","2014-09-14 00:00:00",7
Parma,"2014/2015","2014-09-21 00:00:00",7
Parma,"2014/2015","2014-09-24 00:00:00",6
Parma,"2014/2015","2014-09-29 00:00:00",3
Parma,"2014/2015","2014-10-05 00:00:00",3
Parma,"2014/2015","2014-10-19 00:00:00",3
Parma,"2014/2015","2014-10-25 00:00:00",0
Parma,"2014/2015","2014-10-29 00:00:00",0
Parma,"2014/2015","2014-11-01 00:00:00",3
Parma,"2014/2015","2014-11-09 00:00:00",3
Parma,"2014/2015","2014-11-23 00:00:00",3
Parma,"2014/2015","2014-11-30 00:00:00",3
Parma,"2014/2015","2014-12-07 00:00:00",3
Parma,"2014/2015","2014-12-14 00:00:00",1
Parma,"2014/2015","2014-12-18 00:00:00",1
Parma,"2014/2015","2015-01-06 00:00:00",4
Parma,"2014/2015","2015-01-11 00:00:00",4
Parma,"2014/2015","2015-01-18 00:00:00",4
Parma,"2014/2015","2015-01-25 00:00:00",3
Parma,"2014/2015","2015-02-01 00:00:00",3
Parma,"2014/2015","2015-02-11 00:00:00",0
Parma,"2014/2015","2015-02-15 00:00:00",1
Parma,"2014/2015","2015-03-08 00:00:00",2
Parma,"2014/2015","2015-03-15 00:00:00",2
Parma,"2014/2015","2015-03-22 00:00:00",2
Parma,"2014/2015","2015-04-04 00:00:00",3
Parma,"2014/2015","2015-04-08 00:00:00",5
Parma,"2014/2015","2015-04-11 00:00:00",7
Parma,"2014/2015","2015-04-15 00:00:00",7
Parma,"2014/2015","2015-04-19 00:00:00",8
Parma,"2014/2015","2015-04-26 00:00:00",10
Parma,"2014/2015","2015-04-29 00:00:00",7
Parma,"2014/2015","2015-05-04 00:00:00",4
Parma,"2014/2015","2015-05-10 00:00:00",5
Parma,"2014/2015","2015-05-18 00:00:00",4
Parma,"2014/2015","2015-05-24 00:00:00",2
Parma,"2014/2015","2015-05-31 00:00:00",3
Queens Park Rangers,"2011/2012","2011-08-13 00:00:00",0
Queens Park Rangers,"2011/2012","2011-08-20 00:00:00",3
Queens Park Rangers,"2011/2012","2011-08-27 00:00:00",3
Queens Park Rangers,"2011/2012","2011-09-12 00:00:00",4
Queens Park Rangers,"2011/2012","2011-09-17 00:00:00",7
Queens Park Rangers,"2011/2012","2011-09-25 00:00:00",8
Queens Park Rangers,"2011/2012","2011-10-02 00:00:00",5
Queens Park Rangers,"2011/2012","2011-10-15 00:00:00",6
Queens Park Rangers,"2011/2012","2011-10-23 00:00:00",8
Queens Park Rangers,"2011/2012","2011-10-30 00:00:00",5
Queens Park Rangers,"2011/2012","2011-11-05 00:00:00",4
Queens Park Rangers,"2011/2012","2011-11-19 00:00:00",7
Queens Park Rangers,"2011/2012","2011-11-26 00:00:00",6
Queens Park Rangers,"2011/2012","2011-12-03 00:00:00",4
Queens Park Rangers,"2011/2012","2011-12-10 00:00:00",4
Queens Park Rangers,"2011/2012","2011-12-18 00:00:00",4
Queens Park Rangers,"2011/2012","2011-12-21 00:00:00",1
Queens Park Rangers,"2011/2012","2011-12-27 00:00:00",2
Queens Park Rangers,"2011/2012","2011-12-31 00:00:00",1
Queens Park Rangers,"2011/2012","2012-01-02 00:00:00",1
Queens Park Rangers,"2011/2012","2012-01-15 00:00:00",1
Queens Park Rangers,"2011/2012","2012-01-21 00:00:00",4
Queens Park Rangers,"2011/2012","2012-02-01 00:00:00",4
Queens Park Rangers,"2011/2012","2012-02-04 00:00:00",4
Queens Park Rangers,"2011/2012","2012-02-11 00:00:00",4
Queens Park Rangers,"2011/2012","2012-02-25 00:00:00",4
Queens Park Rangers,"2011/2012","2012-03-03 00:00:00",2
Queens Park Rangers,"2011/2012","2012-03-10 00:00:00",1
Queens Park Rangers,"2011/2012","2012-03-21 00:00:00",4
Queens Park Rangers,"2011/2012","2012-03-24 00:00:00",4
Queens Park Rangers,"2011/2012","2012-03-31 00:00:00",7
Queens Park Rangers,"2011/2012","2012-04-08 00:00:00",6
Queens Park Rangers,"2011/2012","2012-04-11 00:00:00",9
Queens Park Rangers,"2011/2012","2012-04-14 00:00:00",6
Queens Park Rangers,"2011/2012","2012-04-21 00:00:00",9
Queens Park Rangers,"2011/2012","2012-04-29 00:00:00",6
Queens Park Rangers,"2011/2012","2012-05-06 00:00:00",9
Queens Park Rangers,"2011/2012","2012-05-13 00:00:00",6
Queens Park Rangers,"2012/2013","2012-08-18 00:00:00",6
Queens Park Rangers,"2012/2013","2012-08-25 00:00:00",4
Queens Park Rangers,"2012/2013","2012-09-01 00:00:00",4
Queens Park Rangers,"2012/2013","2012-09-15 00:00:00",2
Queens Park Rangers,"2012/2013","2012-09-23 00:00:00",2
Queens Park Rangers,"2012/2013","2012-10-01 00:00:00",2
Queens Park Rangers,"2012/2013","2012-10-06 00:00:00",1
Queens Park Rangers,"2012/2013","2012-10-21 00:00:00",2
Queens Park Rangers,"2012/2013","2012-10-27 00:00:00",1
Queens Park Rangers,"2012/2013","2012-11-04 00:00:00",2
Queens Park Rangers,"2012/2013","2012-11-10 00:00:00",2
Queens Park Rangers,"2012/2013","2012-11-17 00:00:00",2
Queens Park Rangers,"2012/2013","2012-11-24 00:00:00",1
Queens Park Rangers,"2012/2013","2012-11-27 00:00:00",2
Queens Park Rangers,"2012/2013","2012-12-01 00:00:00",2
Queens Park Rangers,"2012/2013","2012-12-08 00:00:00",3
Queens Park Rangers,"2012/2013","2012-12-15 00:00:00",6
Queens Park Rangers,"2012/2013","2012-12-22 00:00:00",6
Queens Park Rangers,"2012/2013","2012-12-26 00:00:00",5
Queens Park Rangers,"2012/2013","2012-12-30 00:00:00",4
Queens Park Rangers,"2012/2013","2013-01-02 00:00:00",6
Queens Park Rangers,"2012/2013","2013-01-12 00:00:00",4
Queens Park Rangers,"2012/2013","2013-01-19 00:00:00",5
Queens Park Rangers,"2012/2013","2013-01-29 00:00:00",6
Queens Park Rangers,"2012/2013","2013-02-02 00:00:00",7
Queens Park Rangers,"2012/2013","2013-02-09 00:00:00",4
Queens Park Rangers,"2012/2013","2013-02-23 00:00:00",3
Queens Park Rangers,"2012/2013","2013-03-02 00:00:00",5
Queens Park Rangers,"2012/2013","2013-03-09 00:00:00",7
Queens Park Rangers,"2012/2013","2013-03-16 00:00:00",6
Queens Park Rangers,"2012/2013","2013-04-01 00:00:00",6
Queens Park Rangers,"2012/2013","2013-04-07 00:00:00",7
Queens Park Rangers,"2012/2013","2013-04-13 00:00:00",4
Queens Park Rangers,"2012/2013","2013-04-20 00:00:00",1
Queens Park Rangers,"2012/2013","2013-04-28 00:00:00",2
Queens Park Rangers,"2012/2013","2013-05-04 00:00:00",2
Queens Park Rangers,"2012/2013","2013-05-12 00:00:00",1
Queens Park Rangers,"2012/2013","2013-05-19 00:00:00",1
Queens Park Rangers,"2014/2015","2014-08-16 00:00:00",1
Queens Park Rangers,"2014/2015","2014-08-24 00:00:00",0
Queens Park Rangers,"2014/2015","2014-08-30 00:00:00",3
Queens Park Rangers,"2014/2015","2014-09-14 00:00:00",3
Queens Park Rangers,"2014/2015","2014-09-20 00:00:00",4
Queens Park Rangers,"2014/2015","2014-09-27 00:00:00",4
Queens Park Rangers,"2014/2015","2014-10-05 00:00:00",4
Queens Park Rangers,"2014/2015","2014-10-19 00:00:00",1
Queens Park Rangers,"2014/2015","2014-10-27 00:00:00",4
Queens Park Rangers,"2014/2015","2014-11-01 00:00:00",3
Queens Park Rangers,"2014/2015","2014-11-08 00:00:00",4
Queens Park Rangers,"2014/2015","2014-11-22 00:00:00",4
Queens Park Rangers,"2014/2015","2014-11-29 00:00:00",7
Queens Park Rangers,"2014/2015","2014-12-02 00:00:00",4
Queens Park Rangers,"2014/2015","2014-12-06 00:00:00",7
Queens Park Rangers,"2014/2015","2014-12-15 00:00:00",6
Queens Park Rangers,"2014/2015","2014-12-20 00:00:00",9
Queens Park Rangers,"2014/2015","2014-12-26 00:00:00",6
Queens Park Rangers,"2014/2015","2014-12-28 00:00:00",7
Queens Park Rangers,"2014/2015","2015-01-01 00:00:00",5
Queens Park Rangers,"2014/2015","2015-01-10 00:00:00",5
Queens Park Rangers,"2014/2015","2015-01-17 00:00:00",2
Queens Park Rangers,"2014/2015","2015-01-31 00:00:00",2
Queens Park Rangers,"2014/2015","2015-02-07 00:00:00",1
Queens Park Rangers,"2014/2015","2015-02-10 00:00:00",3
Queens Park Rangers,"2014/2015","2015-02-21 00:00:00",3
Queens Park Rangers,"2014/2015","2015-03-04 00:00:00",3
Queens Park Rangers,"2014/2015","2015-03-07 00:00:00",3
Queens Park Rangers,"2014/2015","2015-03-14 00:00:00",3
Queens Park Rangers,"2014/2015","2015-03-22 00:00:00",0
Queens Park Rangers,"2014/2015","2015-04-04 00:00:00",3
Queens Park Rangers,"2014/2015","2015-04-07 00:00:00",4
Queens Park Rangers,"2014/2015","2015-04-12 00:00:00",4
Queens Park Rangers,"2014/2015","2015-04-25 00:00:00",5
Queens Park Rangers,"2014/2015","2015-05-02 00:00:00",5
Queens Park Rangers,"2014/2015","2015-05-10 00:00:00",2
Queens Park Rangers,"2014/2015","2015-05-16 00:00:00",4
Queens Park Rangers,"2014/2015","2015-05-24 00:00:00",4
FC Sion,"2008/2009","2008-07-19 00:00:00",0
FC Sion,"2008/2009","2008-07-24 00:00:00",3
FC Sion,"2008/2009","2008-07-30 00:00:00",3
FC Sion,"2008/2009","2008-08-02 00:00:00",6
FC Sion,"2008/2009","2008-08-09 00:00:00",6
FC Sion,"2008/2009","2008-08-16 00:00:00",9
FC Sion,"2008/2009","2008-08-24 00:00:00",6
FC Sion,"2008/2009","2008-08-30 00:00:00",7
FC Sion,"2008/2009","2008-09-13 00:00:00",5
FC Sion,"2008/2009","2008-09-27 00:00:00",6
FC Sion,"2008/2009","2008-10-05 00:00:00",3
FC Sion,"2008/2009","2008-10-25 00:00:00",4
FC Sion,"2008/2009","2008-10-30 00:00:00",3
FC Sion,"2008/2009","2008-11-08 00:00:00",2
FC Sion,"2008/2009","2008-11-15 00:00:00",4
FC Sion,"2008/2009","2008-11-29 00:00:00",4
FC Sion,"2008/2009","2008-12-13 00:00:00",4
FC Sion,"2008/2009","2009-02-08 00:00:00",4
FC Sion,"2008/2009","2009-02-15 00:00:00",7
FC Sion,"2008/2009","2009-02-18 00:00:00",5
FC Sion,"2008/2009","2009-02-22 00:00:00",5
FC Sion,"2008/2009","2009-02-28 00:00:00",4
FC Sion,"2008/2009","2009-03-07 00:00:00",7
FC Sion,"2008/2009","2009-03-14 00:00:00",4
FC Sion,"2008/2009","2009-03-21 00:00:00",3
FC Sion,"2008/2009","2009-04-04 00:00:00",4
FC Sion,"2008/2009","2009-04-09 00:00:00",4
FC Sion,"2008/2009","2009-04-18 00:00:00",2
FC Sion,"2008/2009","2009-04-22 00:00:00",2
FC Sion,"2008/2009","2009-04-25 00:00:00",5
FC Sion,"2008/2009","2009-05-02 00:00:00",5
FC Sion,"2008/2009","2009-05-10 00:00:00",5
FC Sion,"2008/2009","2009-05-13 00:00:00",4
FC Sion,"2008/2009","2009-05-16 00:00:00",7
FC Sion,"2008/2009","2009-05-24 00:00:00",7
FC Sion,"2008/2009","2009-05-30 00:00:00",7
FC Sion,"2009/2010","2009-07-19 00:00:00",7
FC Sion,"2009/2010","2009-07-22 00:00:00",10
FC Sion,"2009/2010","2009-07-26 00:00:00",7
FC Sion,"2009/2010","2009-08-01 00:00:00",7
FC Sion,"2009/2010","2009-08-08 00:00:00",7
FC Sion,"2009/2010","2009-08-15 00:00:00",8
FC Sion,"2009/2010","2009-08-23 00:00:00",5
FC Sion,"2009/2010","2009-08-30 00:00:00",8
FC Sion,"2009/2010","2009-09-12 00:00:00",6
FC Sion,"2009/2010","2009-09-24 00:00:00",8
FC Sion,"2009/2010","2009-09-27 00:00:00",7
FC Sion,"2009/2010","2009-10-04 00:00:00",7
FC Sion,"2009/2010","2009-10-25 00:00:00",7
FC Sion,"2009/2010","2009-10-28 00:00:00",7
FC Sion,"2009/2010","2009-10-31 00:00:00",5
FC Sion,"2009/2010","2009-11-08 00:00:00",8
FC Sion,"2009/2010","2009-11-29 00:00:00",8
FC Sion,"2009/2010","2009-12-05 00:00:00",8
FC Sion,"2009/2010","2010-02-06 00:00:00",7
FC Sion,"2009/2010","2010-02-14 00:00:00",7
FC Sion,"2009/2010","2010-02-21 00:00:00",5
FC Sion,"2009/2010","2010-03-06 00:00:00",8
FC Sion,"2009/2010","2010-03-14 00:00:00",5
FC Sion,"2009/2010","2010-03-17 00:00:00",5
FC Sion,"2009/2010","2010-03-20 00:00:00",7
FC Sion,"2009/2010","2010-03-24 00:00:00",9
FC Sion,"2009/2010","2010-03-27 00:00:00",7
FC Sion,"2009/2010","2010-04-01 00:00:00",7
FC Sion,"2009/2010","2010-04-10 00:00:00",10
FC Sion,"2009/2010","2010-04-14 00:00:00",8
FC Sion,"2009/2010","2010-04-18 00:00:00",8
FC Sion,"2009/2010","2010-04-25 00:00:00",7
FC Sion,"2009/2010","2010-05-01 00:00:00",10
FC Sion,"2009/2010","2010-05-06 00:00:00",7
FC Sion,"2009/2010","2010-05-13 00:00:00",6
FC Sion,"2009/2010","2010-05-16 00:00:00",6
FC Sion,"2010/2011","2010-07-18 00:00:00",9
FC Sion,"2010/2011","2010-07-24 00:00:00",6
FC Sion,"2010/2011","2010-07-31 00:00:00",7
FC Sion,"2010/2011","2010-08-08 00:00:00",10
FC Sion,"2010/2011","2010-08-15 00:00:00",8
FC Sion,"2010/2011","2010-08-21 00:00:00",6
FC Sion,"2010/2011","2010-08-29 00:00:00",9
FC Sion,"2010/2011","2010-09-23 00:00:00",8
FC Sion,"2010/2011","2010-09-26 00:00:00",6
FC Sion,"2010/2011","2010-10-03 00:00:00",6
FC Sion,"2010/2011","2010-10-23 00:00:00",6
FC Sion,"2010/2011","2010-10-30 00:00:00",6
FC Sion,"2010/2011","2010-11-06 00:00:00",6
FC Sion,"2010/2011","2010-11-10 00:00:00",8
FC Sion,"2010/2011","2010-11-14 00:00:00",7
FC Sion,"2010/2011","2010-11-28 00:00:00",6
FC Sion,"2010/2011","2010-12-05 00:00:00",6
FC Sion,"2010/2011","2010-12-12 00:00:00",9
FC Sion,"2010/2011","2011-02-06 00:00:00",6
FC Sion,"2010/2011","2011-02-12 00:00:00",9
FC Sion,"2010/2011","2011-02-20 00:00:00",9
FC Sion,"2010/2011","2011-02-26 00:00:00",9
FC Sion,"2010/2011","2011-03-05 00:00:00",9
FC Sion,"2010/2011","2011-03-12 00:00:00",9
FC Sion,"2010/2011","2011-03-20 00:00:00",9
FC Sion,"2010/2011","2011-04-03 00:00:00",9
FC Sion,"2010/2011","2011-04-09 00:00:00",9
FC Sion,"2010/2011","2011-04-16 00:00:00",6
FC Sion,"2010/2011","2011-04-19 00:00:00",7
FC Sion,"2010/2011","2011-04-23 00:00:00",7
FC Sion,"2010/2011","2011-05-01 00:00:00",10
FC Sion,"2010/2011","2011-05-07 00:00:00",7
FC Sion,"2010/2011","2011-05-10 00:00:00",10
FC Sion,"2010/2011","2011-05-15 00:00:00",10
FC Sion,"2010/2011","2011-05-22 00:00:00",7
FC Sion,"2010/2011","2011-05-25 00:00:00",5
FC Sion,"2011/2012","2011-07-16 00:00:00",8
FC Sion,"2011/2012","2011-07-23 00:00:00",5
FC Sion,"2011/2012","2011-07-31 00:00:00",7
FC Sion,"2011/2012","2011-08-06 00:00:00",8
FC Sion,"2011/2012","2011-08-13 00:00:00",8
FC Sion,"2011/2012","2011-08-21 00:00:00",8
FC Sion,"2011/2012","2011-08-28 00:00:00",8
FC Sion,"2011/2012","2011-09-11 00:00:00",8
FC Sion,"2011/2012","2011-09-22 00:00:00",10
FC Sion,"2011/2012","2011-09-25 00:00:00",9
FC Sion,"2011/2012","2011-10-02 00:00:00",9
FC Sion,"2011/2012","2011-10-23 00:00:00",12
FC Sion,"2011/2012","2011-10-26 00:00:00",9
FC Sion,"2011/2012","2011-10-29 00:00:00",9
FC Sion,"2011/2012","2011-11-06 00:00:00",9
FC Sion,"2011/2012","2011-11-20 00:00:00",9
FC Sion,"2011/2012","2011-12-04 00:00:00",7
FC Sion,"2011/2012","2011-12-10 00:00:00",8
FC Sion,"2011/2012","2012-02-05 00:00:00",6
FC Sion,"2011/2012","2012-02-12 00:00:00",6
FC Sion,"2011/2012","2012-02-26 00:00:00",3
FC Sion,"2011/2012","2012-03-03 00:00:00",5
FC Sion,"2011/2012","2012-03-10 00:00:00",7
FC Sion,"2011/2012","2012-03-17 00:00:00",7
FC Sion,"2011/2012","2012-03-25 00:00:00",10
